Id	A11_Mem_12	A12_Mem_13	A7_Mem_7	B11_Mem_27	B5_Mem_19	B7_Mem_21	C10_Mem_42	C2_Mem_30	C4_Mem_32	C9_Mem_40	A10_Mem_10	B9_Mem_24	C1_Mem_29	C11_Mem_44	C7_Mem_36	C8_Mem_38	D1_Mem_46	D2_Mem_47	D3_Mem_49	D4_Mem_54	A3_Mem_3	B1_Mem_14	B10_Mem_25	B2_Mem_15	B3_Mem_16	B4_Mem_18	B8_Mem_22	C12_Mem_45	C3_Mem_31	C6_Mem_34	A1_Mem_1	A2_Mem_2	A4_Mem_4	A5_Mem_5	A6_Mem_6	A8_Mem_8	A9_Mem_9	B12_Mem_28	B6_Mem_20	C5_Mem_33	norm.A11_Mem_12	norm.A12_Mem_13	norm.A7_Mem_7	norm.B11_Mem_27	norm.B5_Mem_19	norm.B7_Mem_21	norm.C10_Mem_42	norm.C2_Mem_30	norm.C4_Mem_32	norm.C9_Mem_40	norm.A10_Mem_10	norm.B9_Mem_24	norm.C1_Mem_29	norm.C11_Mem_44	norm.C7_Mem_36	norm.C8_Mem_38	norm.D1_Mem_46	norm.D2_Mem_47	norm.D3_Mem_49	norm.D4_Mem_54	norm.A3_Mem_3	norm.B1_Mem_14	norm.B10_Mem_25	norm.B2_Mem_15	norm.B3_Mem_16	norm.B4_Mem_18	norm.B8_Mem_22	norm.C12_Mem_45	norm.C3_Mem_31	norm.C6_Mem_34	norm.A1_Mem_1	norm.A2_Mem_2	norm.A4_Mem_4	norm.A5_Mem_5	norm.A6_Mem_6	norm.A8_Mem_8	norm.A9_Mem_9	norm.B12_Mem_28	norm.B6_Mem_20	norm.C5_Mem_33	baseMean	Control	Combination	Cort	Pregnanedione	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ENSGALT00000100186.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0.57	0	0	1	2	1524210.677	20.54	4.935	8.02978837998749e-07	0.000955037672689249	40	8.3977	40	40	TRUE	3.5108
ENSGALT00000044269.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	1	0	0	0	0	0	0.43	0	0	1	1	1015376.97	19.954	4.8	1.5858190653946e-06	0.00170649234475177	40	11.9575	40	40	TRUE	0.3684
ENSGALT00000089246.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0.4	0	0	1	0	817778.596	19.641	4.726	2.29151996083796e-06	0.00235380763977347	40	12.9142	40	40	TRUE	0.0432
ENSGALT00000074022.2	49	43	47	23	71	33	38	38	38	39	56	67	54	58	70	60	64	99	55	86	68	72	74	70	58	55	87	67	64	99	55	43	33	55	57	44	27	61	57	65	52	48	52	29	56	35	38	34	35	37	62	65	52	71	75	57	68	108	58	83	60	70	65	62	54	46	76	71	70	92	56	47	34	52	49	39	32	64	46	60	56.56	42	70	67	48	1.586	0.666	4.698	2.62998286646902e-06	0.00258401533984638	0.0284	0.0386	0.0289	0.0289	TRUE	0.1303
ENSGALT00000023605.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0.32	0	0	1	1	620318.773	19.243	4.619	3.85924036477065e-06	0.00311468263439597	40	17.4931	40	40	TRUE	1.9265
ENSGALT00000049815.2	418	377	215	258	474	258	462	333	375	431	431	732	345	732	616	862	250	474	783	560	542	560	626	964	517	511	732	747	610	587	422	646	629	608	668	646	374	537	656	775	447	419	238	328	376	276	468	297	345	412	480	715	332	891	658	812	264	519	832	540	480	548	553	859	480	431	637	794	668	544	432	703	650	572	576	575	437	563	527	711	534.73	361	604	599	575	1.653	0.725	4.369	1.24814798365099e-05	0.00829577886310149	0.0662	0.0119	0.0636	0.0636	TRUE	0.0474
ENSGALT00000063965.2	40	41	34	24	46	23	26	35	27	35	48	57	54	39	44	53	44	45	63	57	50	44	63	42	60	53	71	55	44	45	48	28	27	27	37	22	27	41	40	41	43	46	38	31	36	25	26	31	25	33	54	56	52	47	47	50	46	49	67	55	44	43	56	37	56	45	62	58	48	42	49	30	28	25	32	20	32	43	32	38	41.91	33	52	49	33	1.466	0.552	4.352	1.34817518481411e-05	0.00870458937897978	0.0102	0.0544	0.0138	0.0138	TRUE	0.0815
ENSGALT00000106118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0.24	0	0	0	1	289559.057	18.143	4.345	1.39391703685831e-05	0.00874992699970116	40	25.2993	40	40	TRUE	1.7449
ENSGALT00000027873.4	37	23	50	24	46	26	24	33	33	26	75	55	49	44	48	34	41	49	62	53	46	46	70	59	44	43	67	66	43	78	33	37	41	30	62	28	36	34	53	52	40	26	55	31	36	28	24	29	30	25	84	54	47	54	51	32	43	54	66	51	41	45	62	53	41	36	58	70	47	72	34	40	42	28	54	25	42	36	43	48	44.39	32	54	52	39	1.618	0.694	4.314	1.6060958975731e-05	0.00980933921442079	0.0366	0.0508	0.0372	0.0372	TRUE	0.0526
ENSGALT00000050519.2	245	260	215	233	334	264	309	365	295	308	268	319	325	245	374	342	314	229	230	301	346	313	418	420	381	425	311	293	325	321	315	268	289	296	321	328	241	287	403	341	262	289	238	296	265	282	313	326	271	295	299	312	313	298	399	322	331	251	244	290	306	306	369	374	354	358	270	311	356	297	323	292	299	278	277	292	282	301	324	313	304.49	284	306	330	298	1.178	0.236	4.034	5.48559542374202e-05	0.0295151155680291	0.0046	0.0141	0.005	0.005	TRUE	0.043
ENSGALT00000016815.6	10	8	3	11	13	7	10	14	4	7	12	10	24	7	21	11	20	6	20	14	12	9	68	61	51	1	29	11	7	25	16	8	13	21	15	15	16	11	20	27	11	9	3	14	10	7	10	13	4	7	13	10	23	9	22	10	21	7	21	14	11	9	60	54	47	1	25	12	8	23	16	9	13	20	13	13	19	12	16	25	16.08	9	15	25	16	2.931	1.551	3.977	6.98673430817368e-05	0.0367177260223509	0.2906	0.1845	0.2864	0.2864	TRUE	0.0168
ENSGALT00000097178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0.44	0	0	1	0	97344.095	16.571	3.971	7.14930413182963e-05	0.0367181760843377	40	11.5673	40	40	TRUE	1.3492
ENSGALT00000076154.2	6	9	8	3	6	4	14	4	9	2	10	13	7	12	11	9	12	19	18	13	12	5	21	22	16	14	23	21	11	18	4	9	12	2	9	4	6	15	5	8	6	10	9	4	5	4	14	4	8	2	11	13	7	15	12	8	13	21	19	13	11	5	19	20	15	12	20	22	12	17	4	10	12	2	8	4	7	16	4	7	10.54	7	13	15	7	2.295	1.198	3.93	8.49309251140363e-05	0.0426504232383776	0.1047	0.3015	0.1146	0.1146	TRUE	0.0741
ENSGALT00000093551.1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1.04	0	2	1	1	82696.525	16.336	3.915	9.04838413386031e-05	0.0444511705776033	40	3.9329	40	40	TRUE	0.1
ENSGALT00000078423.2	1060	1225	1051	1153	1676	1264	1294	1604	1395	1418	1331	1441	1526	1078	1515	1168	1468	1143	1340	1635	1630	1280	2012	1949	1791	1852	1706	1271	1482	1528	1455	911	1331	1526	1284	1776	1131	1309	1675	1345	1133	1362	1165	1466	1329	1350	1311	1432	1282	1356	1484	1408	1468	1311	1618	1101	1549	1251	1423	1577	1443	1252	1777	1737	1664	1561	1484	1351	1622	1415	1491	991	1376	1435	1108	1581	1321	1373	1346	1234	1398.53	1319	1419	1531	1326	1.178	0.236	3.898	9.68691651443003e-05	0.0465755190198064	0.0077	0.0099	0.0081	0.0081	TRUE	0.0324
ENSGALT00000079625.2	32	38	53	90	106	66	66	120	77	97	62	78	200	112	197	92	101	109	136	156	83	94	185	164	98	138	160	117	158	110	116	43	106	103	116	98	78	74	192	85	34	42	59	114	84	70	67	107	71	93	69	76	192	136	210	87	107	119	144	150	74	92	163	146	91	116	139	124	173	102	119	47	110	97	100	87	91	78	154	78	105.37	74	129	122	96	1.683	0.751	3.871	0.000108385743623545	0.0499857353960179	0.082	0.0226	0.0792	0.0792	TRUE	0.0193
